"year","jurisdiction","title1","avg.scale.score","accommodations.permitted"
2003,"Utah","Yes, for students",NA,"yes"
2003,"Utah","No",NA,"yes"
2005,"Utah","Yes, for school purp",209.619135107906,"yes"
2005,"Utah","Yes, for students",212.989492049792,"yes"
2005,"Utah","No",226.426816860477,"yes"
2007,"Utah","Yes, for school purp",210.771942709218,"yes"
2007,"Utah","Yes, for students",221.157103850497,"yes"
2007,"Utah","No",225.20152964154,"yes"
2009,"Utah","Yes, for school purp",210.357967233227,"yes"
2009,"Utah","Yes, for students",223.136036651616,"yes"
2009,"Utah","No",222.302346060454,"yes"
2011,"Utah","Yes, for school purp",207.005501633755,"yes"
2011,"Utah","Yes, for students",225.225507967204,"yes"
2011,"Utah","No",224.918196840788,"yes"
2013,"Utah","Yes, for school purp",212.532367970833,"yes"
2013,"Utah","Yes, for students",224.426225511296,"yes"
2013,"Utah","No",227.559020815145,"yes"
2015,"Utah","Yes, for school purp",217.555471811604,"yes"
2015,"Utah","Yes, for students",231.056761404286,"yes"
2015,"Utah","No",227.946741872383,"yes"
2017,"Utah","Yes, for school purp",216.541376859552,"yes"
2017,"Utah","Yes, for students",224.531994572206,"yes"
2017,"Utah","No",230.045954779378,"yes"
2019,"Utah","Yes, for school purp",217.689527846351,"yes"
2019,"Utah","Yes, for students",221.265793163443,"yes"
2019,"Utah","No",229.900383156992,"yes"
1992,"Vermont","Yes, for school purp",NA,"no"
1992,"Vermont","Yes, for students",NA,"no"
1992,"Vermont","No",NA,"no"
1994,"Vermont","Yes, for school purp",NA,"no"
1994,"Vermont","Yes, for students",NA,"no"
1994,"Vermont","No",NA,"no"
1998,"Vermont","Yes, for school purp",NA,"yes"
1998,"Vermont","Yes, for school purp",NA,"no"
1998,"Vermont","Yes, for students",NA,"yes"
1998,"Vermont","Yes, for students",NA,"no"
1998,"Vermont","No",NA,"yes"
1998,"Vermont","No",NA,"no"
2000,"Vermont","Yes, for school purp",NA,"yes"
2000,"Vermont","Yes, for school purp",NA,"no"
2000,"Vermont","Yes, for students",NA,"yes"
2000,"Vermont","Yes, for students",NA,"no"
2000,"Vermont","No",NA,"yes"
2000,"Vermont","No",NA,"no"
2002,"Vermont","Yes, for school purp",NA,"yes"
2002,"Vermont","Yes, for students",NA,"yes"
2002,"Vermont","No",NA,"yes"
2003,"Vermont","Yes, for school purp",NA,"yes"
2003,"Vermont","Yes, for students",NA,"yes"
2003,"Vermont","No",NA,"yes"
2005,"Vermont","Yes, for school purp",221.674201298922,"yes"
2005,"Vermont","Yes, for students",226.378707872923,"yes"
2005,"Vermont","No",236.493281327031,"yes"
2007,"Vermont","Yes, for school purp",223.135417943911,"yes"
2007,"Vermont","Yes, for students",228.389924590801,"yes"
2007,"Vermont","No",236.686300820594,"yes"
2009,"Vermont","Yes, for school purp",223.987376224812,"yes"
2009,"Vermont","Yes, for students",230.652017681587,"yes"
2009,"Vermont","No",237.529265131357,"yes"
2011,"Vermont","Yes, for school purp",222.005005812296,"yes"
2011,"Vermont","Yes, for students",230.502002647784,"yes"
2011,"Vermont","No",237.381976709382,"yes"
2013,"Vermont","Yes, for school purp",223.069516823998,"yes"
2013,"Vermont","Yes, for students",233.565748165271,"yes"
2013,"Vermont","No",237.836483788404,"yes"
2015,"Vermont","Yes, for school purp",227.030043537794,"yes"
2015,"Vermont","Yes, for students",231.983232302617,"yes"
2015,"Vermont","No",239.318144468248,"yes"
2017,"Vermont","Yes, for school purp",223.331885884684,"yes"
2017,"Vermont","Yes, for students",231.30458310296,"yes"
2017,"Vermont","No",234.42448056382,"yes"
2019,"Vermont","Yes, for school purp",217.27197315188,"yes"
2019,"Vermont","Yes, for students",225.778246259227,"yes"
2019,"Vermont","No",230.615554843523,"yes"
1992,"Virginia","Yes, for school purp",NA,"no"
1992,"Virginia","Yes, for students",NA,"no"
1992,"Virginia","No",NA,"no"
1994,"Virginia","Yes, for school purp",NA,"no"
1994,"Virginia","Yes, for students",NA,"no"
1994,"Virginia","No",NA,"no"
1998,"Virginia","Yes, for school purp",NA,"yes"
1998,"Virginia","Yes, for school purp",NA,"no"
1998,"Virginia","Yes, for students",NA,"yes"
1998,"Virginia","Yes, for students",NA,"no"
1998,"Virginia","No",NA,"yes"
1998,"Virginia","No",NA,"no"
2000,"Virginia","Yes, for school purp",NA,"yes"
2000,"Virginia","Yes, for school purp",NA,"no"
2000,"Virginia","Yes, for students",NA,"yes"
2000,"Virginia","Yes, for students",NA,"no"
2000,"Virginia","No",NA,"yes"
2000,"Virginia","No",NA,"no"
2002,"Virginia","Yes, for school purp",NA,"yes"
2002,"Virginia","Yes, for students",NA,"yes"
2002,"Virginia","No",NA,"yes"
2003,"Virginia","Yes, for school purp",NA,"yes"
2003,"Virginia","Yes, for students",NA,"yes"
2003,"Virginia","No",NA,"yes"
2005,"Virginia","Yes, for school purp",215.773450981474,"yes"
2005,"Virginia","Yes, for students",221.111058056293,"yes"
2005,"Virginia","No",236.325280270932,"yes"
2007,"Virginia","Yes, for school purp",217.247034183738,"yes"
2007,"Virginia","Yes, for students",221.740437752694,"yes"
2007,"Virginia","No",234.32773893405,"yes"
2009,"Virginia","Yes, for school purp",213.349998239024,"yes"
2009,"Virginia","Yes, for students",223.413938696284,"yes"
2009,"Virginia","No",233.934127223048,"yes"
2011,"Virginia","Yes, for school purp",209.688383100049,"yes"
2011,"Virginia","Yes, for students",220.44809439914,"yes"
2011,"Virginia","No",236.728562604435,"yes"
2013,"Virginia","Yes, for school purp",210.444772612704,"yes"
2013,"Virginia","Yes, for students",226.025151688257,"yes"
2013,"Virginia","No",238.603784407793,"yes"
2015,"Virginia","Yes, for school purp",217.083124202633,"yes"
2015,"Virginia","Yes, for students",218.557107115215,"yes"
2015,"Virginia","No",242.462082715331,"yes"
2017,"Virginia","Yes, for school purp",217.170178801463,"yes"
2017,"Virginia","Yes, for students",222.629817849101,"yes"
2017,"Virginia","No",237.64570922348,"yes"
2019,"Virginia","Yes, for school purp",211.965904438106,"yes"
2019,"Virginia","Yes, for students",221.466604939423,"yes"
2019,"Virginia","No",237.519105492541,"yes"
1992,"Washington","Yes, for school purp",NA,"no"
1992,"Washington","Yes, for students",NA,"no"
1992,"Washington","No",NA,"no"
1994,"Washington","Yes, for school purp",NA,"no"
1994,"Washington","Yes, for students",NA,"no"
1994,"Washington","No",NA,"no"
1998,"Washington","Yes, for school purp",NA,"yes"
1998,"Washington","Yes, for school purp",NA,"no"
1998,"Washington","Yes, for students",NA,"yes"
1998,"Washington","Yes, for students",NA,"no"
1998,"Washington","No",NA,"yes"
1998,"Washington","No",NA,"no"
2000,"Washington","Yes, for school purp",NA,"yes"
2000,"Washington","Yes, for school purp",NA,"no"
2000,"Washington","Yes, for students",NA,"yes"
2000,"Washington","Yes, for students",NA,"no"
2000,"Washington","No",NA,"yes"
2000,"Washington","No",NA,"no"
2002,"Washington","Yes, for school purp",NA,"yes"
2002,"Washington","Yes, for students",NA,"yes"
2002,"Washington","No",NA,"yes"
2003,"Washington","Yes, for school purp",NA,"yes"
2003,"Washington","Yes, for students",NA,"yes"
2003,"Washington","No",NA,"yes"
2005,"Washington","Yes, for school purp",216.437140656109,"yes"
2005,"Washington","Yes, for students",222.057385550792,"yes"
2005,"Washington","No",233.459573750388,"yes"
2007,"Washington","Yes, for school purp",215.094329508144,"yes"
2007,"Washington","Yes, for students",227.497267016569,"yes"
2007,"Washington","No",233.378518494621,"yes"
2009,"Washington","Yes, for school purp",211.144783346295,"yes"
2009,"Washington","Yes, for students",221.211133145776,"yes"
2009,"Washington","No",235.230139812328,"yes"
2011,"Washington","Yes, for school purp",209.774844732692,"yes"
2011,"Washington","Yes, for students",221.190743804766,"yes"
2011,"Washington","No",234.096651848434,"yes"
2013,"Washington","Yes, for school purp",214.418523925365,"yes"
2013,"Washington","Yes, for students",224.861807514423,"yes"
2013,"Washington","No",235.542481739464,"yes"
2015,"Washington","Yes, for school purp",213.522329314041,"yes"
2015,"Washington","Yes, for students",224.413528853766,"yes"
2015,"Washington","No",240.477592032025,"yes"
2017,"Washington","Yes, for school purp",211.804306401787,"yes"
2017,"Washington","Yes, for students",214.404320061224,"yes"
2017,"Washington","No",237.95503002347,"yes"
2019,"Washington","Yes, for school purp",208.065861087106,"yes"
2019,"Washington","Yes, for students",220.975615228277,"yes"
2019,"Washington","No",231.954025750391,"yes"
1992,"West Virginia","Yes, for school purp",NA,"no"
1992,"West Virginia","Yes, for students",NA,"no"
1992,"West Virginia","No",NA,"no"
1994,"West Virginia","Yes, for school purp",NA,"no"
1994,"West Virginia","Yes, for students",NA,"no"
1994,"West Virginia","No",NA,"no"
1998,"West Virginia","Yes, for school purp",NA,"yes"
1998,"West Virginia","Yes, for school purp",NA,"no"
1998,"West Virginia","Yes, for students",NA,"yes"
1998,"West Virginia","Yes, for students",NA,"no"
1998,"West Virginia","No",NA,"yes"
1998,"West Virginia","No",NA,"no"
2000,"West Virginia","Yes, for school purp",NA,"yes"
2000,"West Virginia","Yes, for school purp",NA,"no"
2000,"West Virginia","Yes, for students",NA,"yes"
2000,"West Virginia","Yes, for students",NA,"no"
2000,"West Virginia","No",NA,"yes"
2000,"West Virginia","No",NA,"no"
2002,"West Virginia","Yes, for school purp",NA,"yes"
2002,"West Virginia","Yes, for students",NA,"yes"
2002,"West Virginia","No",NA,"yes"
2003,"West Virginia","Yes, for school purp",NA,"yes"
2003,"West Virginia","Yes, for students",NA,"yes"
2003,"West Virginia","No",NA,"yes"
2005,"West Virginia","Yes, for school purp",211.759223295211,"yes"
2005,"West Virginia","Yes, for students",212.771312939017,"yes"
2005,"West Virginia","No",222.543107318668,"yes"
2007,"West Virginia","Yes, for school purp",211.462943484565,"yes"
2007,"West Virginia","Yes, for students",NA,"yes"
2007,"West Virginia","No",221.682926326248,"yes"
2009,"West Virginia","Yes, for school purp",211.540594019704,"yes"
2009,"West Virginia","Yes, for students",NA,"yes"
2009,"West Virginia","No",222.073367659067,"yes"
2011,"West Virginia","Yes, for school purp",210.276456295461,"yes"
2011,"West Virginia","Yes, for students",NA,"yes"
2011,"West Virginia","No",221.538646126185,"yes"
2013,"West Virginia","Yes, for school purp",212.675385740673,"yes"
2013,"West Virginia","Yes, for students",NA,"yes"
2013,"West Virginia","No",218.164948722721,"yes"
2015,"West Virginia","Yes, for school purp",212.326850987433,"yes"
2015,"West Virginia","Yes, for students",212.093292361358,"yes"
2015,"West Virginia","No",225.931530779068,"yes"
2017,"West Virginia","Yes, for school purp",214.35282181616,"yes"
2017,"West Virginia","Yes, for students",218.044996967544,"yes"
2017,"West Virginia","No",223.402271139812,"yes"
2019,"West Virginia","Yes, for school purp",209.414364873523,"yes"
2019,"West Virginia","Yes, for students",211.654968199286,"yes"
2019,"West Virginia","No",220.821669421923,"yes"
1992,"Wisconsin","Yes, for school purp",NA,"no"
1992,"Wisconsin","Yes, for students",NA,"no"
1992,"Wisconsin","No",NA,"no"
1994,"Wisconsin","Yes, for school purp",NA,"no"
1994,"Wisconsin","Yes, for students",NA,"no"
1994,"Wisconsin","No",NA,"no"
1998,"Wisconsin","Yes, for school purp",NA,"yes"
1998,"Wisconsin","Yes, for school purp",NA,"no"
1998,"Wisconsin","Yes, for students",NA,"yes"
1998,"Wisconsin","Yes, for students",NA,"no"
1998,"Wisconsin","No",NA,"yes"
1998,"Wisconsin","No",NA,"no"
2000,"Wisconsin","Yes, for school purp",NA,"yes"
2000,"Wisconsin","Yes, for school purp",NA,"no"
2000,"Wisconsin","Yes, for students",NA,"yes"
2000,"Wisconsin","Yes, for students",NA,"no"
2000,"Wisconsin","No",NA,"yes"
2000,"Wisconsin","No",NA,"no"
2002,"Wisconsin","Yes, for school purp",NA,"yes"
2002,"Wisconsin","Yes, for students",NA,"yes"
2002,"Wisconsin","No",NA,"yes"
2003,"Wisconsin","Yes, for school purp",NA,"yes"
2003,"Wisconsin","Yes, for students",NA,"yes"
2003,"Wisconsin","No",NA,"yes"
2005,"Wisconsin","Yes, for school purp",211.566464586714,"yes"
2005,"Wisconsin","Yes, for students",223.360876129091,"yes"
2005,"Wisconsin","No",230.607295167586,"yes"
2007,"Wisconsin","Yes, for school purp",211.585198815564,"yes"
2007,"Wisconsin","Yes, for students",225.44719539989,"yes"
2007,"Wisconsin","No",231.988317829201,"yes"
2009,"Wisconsin","Yes, for school purp",210.155207122557,"yes"
2009,"Wisconsin","Yes, for students",221.365810602786,"yes"
2009,"Wisconsin","No",232.512685944203,"yes"
2011,"Wisconsin","Yes, for school purp",211.433146779795,"yes"
2011,"Wisconsin","Yes, for students",226.070487013277,"yes"
2011,"Wisconsin","No",230.178985546381,"yes"
2013,"Wisconsin","Yes, for school purp",209.146631933089,"yes"
2013,"Wisconsin","Yes, for students",226.959598280746,"yes"
2013,"Wisconsin","No",233.536001276868,"yes"
2015,"Wisconsin","Yes, for school purp",212.123030924795,"yes"
2015,"Wisconsin","Yes, for students",230.742066995854,"yes"
2015,"Wisconsin","No",232.63762750753,"yes"
2017,"Wisconsin","Yes, for school purp",212.007731845423,"yes"
2017,"Wisconsin","Yes, for students",222.69355177372,"yes"
2017,"Wisconsin","No",232.214849898593,"yes"
2019,"Wisconsin","Yes, for school purp",212.750760572532,"yes"
2019,"Wisconsin","Yes, for students",220.78363055213,"yes"
2019,"Wisconsin","No",233.855705957835,"yes"
1992,"Wyoming","Yes, for school purp",NA,"no"
1992,"Wyoming","Yes, for students",NA,"no"
1992,"Wyoming","No",NA,"no"
1994,"Wyoming","Yes, for school purp",NA,"no"
1994,"Wyoming","Yes, for students",NA,"no"
1994,"Wyoming","No",NA,"no"
1998,"Wyoming","Yes, for school purp",NA,"yes"
1998,"Wyoming","Yes, for school purp",NA,"no"
1998,"Wyoming","Yes, for students",NA,"yes"
1998,"Wyoming","Yes, for students",NA,"no"
1998,"Wyoming","No",NA,"yes"
1998,"Wyoming","No",NA,"no"
2000,"Wyoming","Yes, for school purp",NA,"yes"
2000,"Wyoming","Yes, for school purp",NA,"no"
2000,"Wyoming","Yes, for students",NA,"yes"
2000,"Wyoming","Yes, for students",NA,"no"
2000,"Wyoming","No",NA,"yes"
2000,"Wyoming","No",NA,"no"
2002,"Wyoming","Yes, for school purp",NA,"yes"
2002,"Wyoming","Yes, for students",NA,"yes"
2002,"Wyoming","No",NA,"yes"
2003,"Wyoming","Yes, for school purp",NA,"yes"
2003,"Wyoming","Yes, for students",NA,"yes"
2003,"Wyoming","No",NA,"yes"
2005,"Wyoming","Yes, for school purp",220.594588381793,"yes"
2005,"Wyoming","Yes, for students",223.034049627684,"yes"
2005,"Wyoming","No",227.667154696047,"yes"
2007,"Wyoming","Yes, for school purp",219.685774102672,"yes"
2007,"Wyoming","Yes, for students",225.194459505354,"yes"
2007,"Wyoming","No",232.129438461388,"yes"
2009,"Wyoming","Yes, for school purp",217.602647696071,"yes"
2009,"Wyoming","Yes, for students",222.668333048245,"yes"
2009,"Wyoming","No",228.170754671393,"yes"
2011,"Wyoming","Yes, for school purp",220.246872477068,"yes"
2011,"Wyoming","Yes, for students",224.757390126981,"yes"
2011,"Wyoming","No",228.536662753043,"yes"
2013,"Wyoming","Yes, for school purp",223.019475465803,"yes"
2013,"Wyoming","Yes, for students",226.481212653641,"yes"
2013,"Wyoming","No",228.2295451908,"yes"
2015,"Wyoming","Yes, for school purp",225.551781977823,"yes"
2015,"Wyoming","Yes, for students",231.445919693757,"yes"
2015,"Wyoming","No",232.162951018708,"yes"
2017,"Wyoming","Yes, for school purp",223.20988560951,"yes"
2017,"Wyoming","Yes, for students",225.722204546105,"yes"
2017,"Wyoming","No",232.294682976618,"yes"
2019,"Wyoming","Yes, for school purp",223.527874997761,"yes"
2019,"Wyoming","Yes, for students",228.809895222354,"yes"
2019,"Wyoming","No",230.5369550197,"yes"
