"year","jurisdiction","race.ethnicity","avg.scale.score","accommodations.permitted"
1994,"Rhode Island","Asian/Pacific Islander",198.746250208153,"no"
1994,"Rhode Island","Black",196.816308338167,"no"
1994,"Rhode Island","Hispanic",192.945261602802,"no"
1994,"Rhode Island","Two or more races",NA,"no"
1994,"Rhode Island","White",224.543405161845,"no"
1998,"Rhode Island","All students",217.886351738594,"yes"
1998,"Rhode Island","All students",218.027517870128,"no"
1998,"Rhode Island","American Indian/Alaska Native",NA,"yes"
1998,"Rhode Island","American Indian/Alaska Native",NA,"no"
1998,"Rhode Island","Asian/Pacific Islander",205.554868803485,"yes"
1998,"Rhode Island","Asian/Pacific Islander",206.404111798648,"no"
1998,"Rhode Island","Black",191.656174488787,"yes"
1998,"Rhode Island","Black",191.446563532145,"no"
1998,"Rhode Island","Hispanic",177.353434084173,"yes"
1998,"Rhode Island","Hispanic",176.484574309724,"no"
1998,"Rhode Island","Two or more races",NA,"yes"
1998,"Rhode Island","Two or more races",NA,"no"
1998,"Rhode Island","White",225.692361009463,"yes"
1998,"Rhode Island","White",226.660812013005,"no"
2000,"Rhode Island","All students",NA,"yes"
2000,"Rhode Island","All students",NA,"no"
2000,"Rhode Island","American Indian/Alaska Native",NA,"yes"
2000,"Rhode Island","American Indian/Alaska Native",NA,"no"
2000,"Rhode Island","Asian/Pacific Islander",NA,"yes"
2000,"Rhode Island","Asian/Pacific Islander",NA,"no"
2000,"Rhode Island","Black",NA,"yes"
2000,"Rhode Island","Black",NA,"no"
2000,"Rhode Island","Hispanic",NA,"yes"
2000,"Rhode Island","Hispanic",NA,"no"
2000,"Rhode Island","Two or more races",NA,"yes"
2000,"Rhode Island","Two or more races",NA,"no"
2000,"Rhode Island","White",NA,"yes"
2000,"Rhode Island","White",NA,"no"
2002,"Rhode Island","All students",219.623505300296,"yes"
2002,"Rhode Island","American Indian/Alaska Native",NA,"yes"
2002,"Rhode Island","Asian/Pacific Islander",205.10587411422,"yes"
2002,"Rhode Island","Black",201.064091183345,"yes"
2002,"Rhode Island","Hispanic",195.285758348848,"yes"
2002,"Rhode Island","Two or more races",NA,"yes"
2002,"Rhode Island","White",226.810764408636,"yes"
2003,"Rhode Island","All students",216.494015184678,"yes"
2003,"Rhode Island","American Indian/Alaska Native",NA,"yes"
2003,"Rhode Island","Asian/Pacific Islander",220.607138111702,"yes"
2003,"Rhode Island","Black",196.069921184585,"yes"
2003,"Rhode Island","Hispanic",195.927741880338,"yes"
2003,"Rhode Island","Two or more races",NA,"yes"
2003,"Rhode Island","White",224.277101238555,"yes"
2005,"Rhode Island","All students",216.439867333869,"yes"
2005,"Rhode Island","American Indian/Alaska Native",NA,"yes"
2005,"Rhode Island","Asian/Pacific Islander",218.594799992203,"yes"
2005,"Rhode Island","Black",196.58444448267,"yes"
2005,"Rhode Island","Hispanic",191.953611020724,"yes"
2005,"Rhode Island","Two or more races",NA,"yes"
2005,"Rhode Island","White",224.230548448891,"yes"
2007,"Rhode Island","All students",218.761444851879,"yes"
2007,"Rhode Island","American Indian/Alaska Native",NA,"yes"
2007,"Rhode Island","Asian/Pacific Islander",219.282563446109,"yes"
2007,"Rhode Island","Black",198.055100943551,"yes"
2007,"Rhode Island","Hispanic",198.064019565772,"yes"
2007,"Rhode Island","Two or more races",NA,"yes"
2007,"Rhode Island","White",227.196086824759,"yes"
2009,"Rhode Island","All students",222.704885161548,"yes"
2009,"Rhode Island","American Indian/Alaska Native",NA,"yes"
2009,"Rhode Island","Asian/Pacific Islander",218.557873487929,"yes"
2009,"Rhode Island","Black",207.239759979098,"yes"
2009,"Rhode Island","Hispanic",199.738742345194,"yes"
2009,"Rhode Island","Two or more races",NA,"yes"
2009,"Rhode Island","White",231.103549802546,"yes"
2011,"Rhode Island","All students",222.481596913528,"yes"
2011,"Rhode Island","American Indian/Alaska Native",NA,"yes"
2011,"Rhode Island","Asian/Pacific Islander",232.334908604195,"yes"
2011,"Rhode Island","Black",207.653178151691,"yes"
2011,"Rhode Island","Hispanic",203.984807011391,"yes"
2011,"Rhode Island","Two or more races",226.774745612751,"yes"
2011,"Rhode Island","White",230.233191114616,"yes"
2013,"Rhode Island","All students",222.802239753732,"yes"
2013,"Rhode Island","American Indian/Alaska Native",NA,"yes"
2013,"Rhode Island","Asian/Pacific Islander",223.227136086871,"yes"
2013,"Rhode Island","Black",205.367045044965,"yes"
2013,"Rhode Island","Hispanic",201.455282715155,"yes"
2013,"Rhode Island","Two or more races",NA,"yes"
2013,"Rhode Island","White",233.110939126699,"yes"
2015,"Rhode Island","All students",225.485536668854,"yes"
2015,"Rhode Island","American Indian/Alaska Native",NA,"yes"
2015,"Rhode Island","Asian/Pacific Islander",223.750105412007,"yes"
2015,"Rhode Island","Black",214.528653920417,"yes"
2015,"Rhode Island","Hispanic",206.877582627444,"yes"
2015,"Rhode Island","Two or more races",220.580709022405,"yes"
2015,"Rhode Island","White",234.288668892929,"yes"
2017,"Rhode Island","All students",223.353442679692,"yes"
2017,"Rhode Island","American Indian/Alaska Native",NA,"yes"
2017,"Rhode Island","Asian/Pacific Islander",229.10750524874,"yes"
2017,"Rhode Island","Black",205.625152987668,"yes"
2017,"Rhode Island","Hispanic",208.366811725894,"yes"
2017,"Rhode Island","Two or more races",219.373402794593,"yes"
2017,"Rhode Island","White",232.997748196861,"yes"
2019,"Rhode Island","All students",220.193475524749,"yes"
2019,"Rhode Island","American Indian/Alaska Native",NA,"yes"
2019,"Rhode Island","Asian/Pacific Islander",223.109661572779,"yes"
2019,"Rhode Island","Black",202.020350586757,"yes"
2019,"Rhode Island","Hispanic",204.635787949299,"yes"
2019,"Rhode Island","Two or more races",219.699661293676,"yes"
2019,"Rhode Island","White",230.068160556575,"yes"
1992,"South Carolina","All students",209.716178357788,"no"
1992,"South Carolina","American Indian/Alaska Native",NA,"no"
1992,"South Carolina","Asian/Pacific Islander",NA,"no"
1992,"South Carolina","Black",193.892768151905,"no"
1992,"South Carolina","Hispanic",NA,"no"
1992,"South Carolina","Two or more races",NA,"no"
1992,"South Carolina","White",220.837520261373,"no"
1994,"South Carolina","All students",203.416190261787,"no"
1994,"South Carolina","American Indian/Alaska Native",NA,"no"
1994,"South Carolina","Asian/Pacific Islander",NA,"no"
1994,"South Carolina","Black",182.391039930874,"no"
1994,"South Carolina","Hispanic",NA,"no"
1994,"South Carolina","Two or more races",NA,"no"
1994,"South Carolina","White",218.412831729987,"no"
1998,"South Carolina","All students",208.833461740163,"yes"
1998,"South Carolina","All students",210.449038859528,"no"
1998,"South Carolina","American Indian/Alaska Native",NA,"yes"
1998,"South Carolina","American Indian/Alaska Native",NA,"no"
1998,"South Carolina","Asian/Pacific Islander",NA,"yes"
1998,"South Carolina","Asian/Pacific Islander",NA,"no"
1998,"South Carolina","Black",192.17143489909,"yes"
1998,"South Carolina","Black",194.46898488907,"no"
1998,"South Carolina","Hispanic",NA,"yes"
1998,"South Carolina","Hispanic",NA,"no"
1998,"South Carolina","Two or more races",NA,"yes"
1998,"South Carolina","Two or more races",NA,"no"
1998,"South Carolina","White",220.793462807279,"yes"
1998,"South Carolina","White",221.916376290868,"no"
2000,"South Carolina","All students",NA,"yes"
2000,"South Carolina","All students",NA,"no"
2000,"South Carolina","American Indian/Alaska Native",NA,"yes"
2000,"South Carolina","American Indian/Alaska Native",NA,"no"
2000,"South Carolina","Asian/Pacific Islander",NA,"yes"
2000,"South Carolina","Asian/Pacific Islander",NA,"no"
2000,"South Carolina","Black",NA,"yes"
2000,"South Carolina","Black",NA,"no"
2000,"South Carolina","Hispanic",NA,"yes"
2000,"South Carolina","Hispanic",NA,"no"
2000,"South Carolina","Two or more races",NA,"yes"
2000,"South Carolina","Two or more races",NA,"no"
2000,"South Carolina","White",NA,"yes"
2000,"South Carolina","White",NA,"no"
2002,"South Carolina","All students",213.858854536652,"yes"
2002,"South Carolina","American Indian/Alaska Native",NA,"yes"
2002,"South Carolina","Asian/Pacific Islander",NA,"yes"
2002,"South Carolina","Black",199.454502278762,"yes"
2002,"South Carolina","Hispanic",NA,"yes"
2002,"South Carolina","Two or more races",NA,"yes"
2002,"South Carolina","White",225.089708417887,"yes"
2003,"South Carolina","All students",214.807724490456,"yes"
2003,"South Carolina","American Indian/Alaska Native",NA,"yes"
2003,"South Carolina","Asian/Pacific Islander",NA,"yes"
2003,"South Carolina","Black",199.432189284067,"yes"
2003,"South Carolina","Hispanic",205.143758357629,"yes"
2003,"South Carolina","Two or more races",NA,"yes"
2003,"South Carolina","White",226.411248380409,"yes"
2005,"South Carolina","All students",213.203507177181,"yes"
2005,"South Carolina","American Indian/Alaska Native",NA,"yes"
2005,"South Carolina","Asian/Pacific Islander",NA,"yes"
2005,"South Carolina","Black",197.36240171728,"yes"
2005,"South Carolina","Hispanic",215.32646481929,"yes"
2005,"South Carolina","Two or more races",NA,"yes"
2005,"South Carolina","White",224.566116615018,"yes"
2007,"South Carolina","All students",213.836527211386,"yes"
2007,"South Carolina","American Indian/Alaska Native",NA,"yes"
2007,"South Carolina","Asian/Pacific Islander",NA,"yes"
2007,"South Carolina","Black",198.526734574781,"yes"
2007,"South Carolina","Hispanic",204.955905902407,"yes"
2007,"South Carolina","Two or more races",220.070123679321,"yes"
2007,"South Carolina","White",224.135961754422,"yes"
2009,"South Carolina","All students",215.942298236521,"yes"
2009,"South Carolina","American Indian/Alaska Native",NA,"yes"
2009,"South Carolina","Asian/Pacific Islander",NA,"yes"
2009,"South Carolina","Black",200.104979925534,"yes"
2009,"South Carolina","Hispanic",204.658576144416,"yes"
2009,"South Carolina","Two or more races",220.561586273354,"yes"
2009,"South Carolina","White",226.408793869074,"yes"
2011,"South Carolina","All students",214.899808914466,"yes"
2011,"South Carolina","American Indian/Alaska Native",NA,"yes"
2011,"South Carolina","Asian/Pacific Islander",NA,"yes"
2011,"South Carolina","Black",199.115428354361,"yes"
2011,"South Carolina","Hispanic",207.778681711783,"yes"
2011,"South Carolina","Two or more races",211.79848569898,"yes"
2011,"South Carolina","White",225.621709376916,"yes"
2013,"South Carolina","All students",213.64654387011,"yes"
2013,"South Carolina","American Indian/Alaska Native",NA,"yes"
2013,"South Carolina","Asian/Pacific Islander",NA,"yes"
2013,"South Carolina","Black",197.491989691096,"yes"
2013,"South Carolina","Hispanic",211.295758114729,"yes"
2013,"South Carolina","Two or more races",218.188372742902,"yes"
2013,"South Carolina","White",224.271825885907,"yes"
2015,"South Carolina","All students",217.969676534277,"yes"
2015,"South Carolina","American Indian/Alaska Native",NA,"yes"
2015,"South Carolina","Asian/Pacific Islander",NA,"yes"
2015,"South Carolina","Black",199.575239119425,"yes"
2015,"South Carolina","Hispanic",203.294560867226,"yes"
2015,"South Carolina","Two or more races",218.964779052017,"yes"
2015,"South Carolina","White",230.454668871304,"yes"
2017,"South Carolina","All students",213.127835391026,"yes"
2017,"South Carolina","American Indian/Alaska Native",NA,"yes"
2017,"South Carolina","Asian/Pacific Islander",NA,"yes"
2017,"South Carolina","Black",196.135506707562,"yes"
2017,"South Carolina","Hispanic",205.349776406757,"yes"
2017,"South Carolina","Two or more races",223.805634387582,"yes"
2017,"South Carolina","White",225.12959930009,"yes"
2019,"South Carolina","All students",215.981732374201,"yes"
2019,"South Carolina","American Indian/Alaska Native",NA,"yes"
2019,"South Carolina","Asian/Pacific Islander",NA,"yes"
2019,"South Carolina","Black",198.514429008515,"yes"
2019,"South Carolina","Hispanic",210.583889787788,"yes"
2019,"South Carolina","Two or more races",212.524577700001,"yes"
2019,"South Carolina","White",229.271414364778,"yes"
1992,"South Dakota","All students",NA,"no"
1992,"South Dakota","American Indian/Alaska Native",NA,"no"
1992,"South Dakota","Asian/Pacific Islander",NA,"no"
1992,"South Dakota","Black",NA,"no"
1992,"South Dakota","Hispanic",NA,"no"
1992,"South Dakota","Two or more races",NA,"no"
1992,"South Dakota","White",NA,"no"
1994,"South Dakota","All students",NA,"no"
1994,"South Dakota","American Indian/Alaska Native",NA,"no"
1994,"South Dakota","Asian/Pacific Islander",NA,"no"
1994,"South Dakota","Black",NA,"no"
1994,"South Dakota","Hispanic",NA,"no"
1994,"South Dakota","Two or more races",NA,"no"
1994,"South Dakota","White",NA,"no"
1998,"South Dakota","All students",NA,"yes"
1998,"South Dakota","All students",NA,"no"
1998,"South Dakota","American Indian/Alaska Native",NA,"yes"
1998,"South Dakota","American Indian/Alaska Native",NA,"no"
1998,"South Dakota","Asian/Pacific Islander",NA,"yes"
1998,"South Dakota","Asian/Pacific Islander",NA,"no"
1998,"South Dakota","Black",NA,"yes"
1998,"South Dakota","Black",NA,"no"
1998,"South Dakota","Hispanic",NA,"yes"
1998,"South Dakota","Hispanic",NA,"no"
1998,"South Dakota","Two or more races",NA,"yes"
1998,"South Dakota","Two or more races",NA,"no"
1998,"South Dakota","White",NA,"yes"
1998,"South Dakota","White",NA,"no"
2000,"South Dakota","All students",NA,"yes"
2000,"South Dakota","All students",NA,"no"
2000,"South Dakota","American Indian/Alaska Native",NA,"yes"
2000,"South Dakota","American Indian/Alaska Native",NA,"no"
2000,"South Dakota","Asian/Pacific Islander",NA,"yes"
2000,"South Dakota","Asian/Pacific Islander",NA,"no"
2000,"South Dakota","Black",NA,"yes"
2000,"South Dakota","Black",NA,"no"
2000,"South Dakota","Hispanic",NA,"yes"
2000,"South Dakota","Hispanic",NA,"no"
2000,"South Dakota","Two or more races",NA,"yes"
2000,"South Dakota","Two or more races",NA,"no"
2000,"South Dakota","White",NA,"yes"
2000,"South Dakota","White",NA,"no"
2002,"South Dakota","All students",NA,"yes"
2002,"South Dakota","American Indian/Alaska Native",NA,"yes"
2002,"South Dakota","Asian/Pacific Islander",NA,"yes"
2002,"South Dakota","Black",NA,"yes"
2002,"South Dakota","Hispanic",NA,"yes"
2002,"South Dakota","Two or more races",NA,"yes"
2002,"South Dakota","White",NA,"yes"
2003,"South Dakota","All students",222.273178577212,"yes"
2003,"South Dakota","American Indian/Alaska Native",196.647689831809,"yes"
2003,"South Dakota","Asian/Pacific Islander",NA,"yes"
2003,"South Dakota","Black",NA,"yes"
2003,"South Dakota","Hispanic",NA,"yes"
2003,"South Dakota","Two or more races",NA,"yes"
2003,"South Dakota","White",226.521945733001,"yes"
2005,"South Dakota","All students",222.398692098453,"yes"
2005,"South Dakota","American Indian/Alaska Native",201.358970931046,"yes"
2005,"South Dakota","Asian/Pacific Islander",NA,"yes"
2005,"South Dakota","Black",NA,"yes"
2005,"South Dakota","Hispanic",NA,"yes"
2005,"South Dakota","Two or more races",NA,"yes"
2005,"South Dakota","White",226.224782466816,"yes"
2007,"South Dakota","All students",223.398526687997,"yes"
2007,"South Dakota","American Indian/Alaska Native",195.81805223096,"yes"
2007,"South Dakota","Asian/Pacific Islander",NA,"yes"
2007,"South Dakota","Black",NA,"yes"
2007,"South Dakota","Hispanic",208.907750298629,"yes"
2007,"South Dakota","Two or more races",NA,"yes"
2007,"South Dakota","White",227.64663041773,"yes"
2009,"South Dakota","All students",222.166592778336,"yes"
2009,"South Dakota","American Indian/Alaska Native",195.533657671852,"yes"
2009,"South Dakota","Asian/Pacific Islander",NA,"yes"
2009,"South Dakota","Black",NA,"yes"
2009,"South Dakota","Hispanic",215.606968869235,"yes"
2009,"South Dakota","Two or more races",NA,"yes"
2009,"South Dakota","White",226.749123690569,"yes"
2011,"South Dakota","All students",219.814446299081,"yes"
2011,"South Dakota","American Indian/Alaska Native",196.830045112113,"yes"
2011,"South Dakota","Asian/Pacific Islander",NA,"yes"
2011,"South Dakota","Black",203.815028546597,"yes"
2011,"South Dakota","Hispanic",206.884573270114,"yes"
2011,"South Dakota","Two or more races",NA,"yes"
2011,"South Dakota","White",224.798125516153,"yes"
2013,"South Dakota","All students",217.930744868492,"yes"
2013,"South Dakota","American Indian/Alaska Native",190.523574101929,"yes"
2013,"South Dakota","Asian/Pacific Islander",NA,"yes"
2013,"South Dakota","Black",201.506772211322,"yes"
2013,"South Dakota","Hispanic",206.789123374441,"yes"
2013,"South Dakota","Two or more races",217.408679914666,"yes"
2013,"South Dakota","White",224.789555373822,"yes"
2015,"South Dakota","All students",220.469524583778,"yes"
2015,"South Dakota","American Indian/Alaska Native",191.703346247662,"yes"
2015,"South Dakota","Asian/Pacific Islander",NA,"yes"
2015,"South Dakota","Black",201.511482238877,"yes"
2015,"South Dakota","Hispanic",202.220263431786,"yes"
2015,"South Dakota","Two or more races",220.12350771017,"yes"
2015,"South Dakota","White",227.369922246521,"yes"
2017,"South Dakota","All students",221.750122908674,"yes"
2017,"South Dakota","American Indian/Alaska Native",195.862469188206,"yes"
2017,"South Dakota","Asian/Pacific Islander",NA,"yes"
2017,"South Dakota","Black",NA,"yes"
2017,"South Dakota","Hispanic",209.655668387006,"yes"
2017,"South Dakota","Two or more races",223.703030934826,"yes"
2017,"South Dakota","White",227.994485236743,"yes"
2019,"South Dakota","All students",222.004520540202,"yes"
2019,"South Dakota","American Indian/Alaska Native",197.50229476806,"yes"
2019,"South Dakota","Asian/Pacific Islander",NA,"yes"
2019,"South Dakota","Black",204.746397671656,"yes"
2019,"South Dakota","Hispanic",202.339469715519,"yes"
2019,"South Dakota","Two or more races",218.854558061628,"yes"
2019,"South Dakota","White",228.179985067067,"yes"
1992,"Tennessee","All students",212.137178512881,"no"
1992,"Tennessee","American Indian/Alaska Native",NA,"no"
1992,"Tennessee","Asian/Pacific Islander",NA,"no"
1992,"Tennessee","Black",192.172794457721,"no"
1992,"Tennessee","Hispanic",NA,"no"
1992,"Tennessee","Two or more races",NA,"no"
1992,"Tennessee","White",218.3834313286,"no"
1994,"Tennessee","All students",212.531394061172,"no"
1994,"Tennessee","American Indian/Alaska Native",NA,"no"
1994,"Tennessee","Asian/Pacific Islander",NA,"no"
1994,"Tennessee","Black",188.057004169848,"no"
1994,"Tennessee","Hispanic",NA,"no"
1994,"Tennessee","Two or more races",NA,"no"
1994,"Tennessee","White",219.343830904338,"no"
1998,"Tennessee","All students",211.796116356461,"yes"
1998,"Tennessee","All students",212.403782717075,"no"
1998,"Tennessee","American Indian/Alaska Native",NA,"yes"
1998,"Tennessee","American Indian/Alaska Native",NA,"no"
1998,"Tennessee","Asian/Pacific Islander",NA,"yes"
1998,"Tennessee","Asian/Pacific Islander",NA,"no"
1998,"Tennessee","Black",192.545162463001,"yes"
1998,"Tennessee","Black",191.064113441624,"no"
1998,"Tennessee","Hispanic",NA,"yes"
1998,"Tennessee","Hispanic",NA,"no"
1998,"Tennessee","Two or more races",NA,"yes"
1998,"Tennessee","Two or more races",NA,"no"
1998,"Tennessee","White",217.83029844608,"yes"
1998,"Tennessee","White",219.910220417085,"no"
2000,"Tennessee","All students",NA,"yes"
2000,"Tennessee","All students",NA,"no"
2000,"Tennessee","American Indian/Alaska Native",NA,"yes"
2000,"Tennessee","American Indian/Alaska Native",NA,"no"
2000,"Tennessee","Asian/Pacific Islander",NA,"yes"
2000,"Tennessee","Asian/Pacific Islander",NA,"no"
2000,"Tennessee","Black",NA,"yes"
2000,"Tennessee","Black",NA,"no"
2000,"Tennessee","Hispanic",NA,"yes"
2000,"Tennessee","Hispanic",NA,"no"
2000,"Tennessee","Two or more races",NA,"yes"
2000,"Tennessee","Two or more races",NA,"no"
2000,"Tennessee","White",NA,"yes"
2000,"Tennessee","White",NA,"no"
2002,"Tennessee","All students",213.693917617222,"yes"
2002,"Tennessee","American Indian/Alaska Native",NA,"yes"
2002,"Tennessee","Asian/Pacific Islander",NA,"yes"
2002,"Tennessee","Black",194.172553024316,"yes"
2002,"Tennessee","Hispanic",192.026039266583,"yes"
2002,"Tennessee","Two or more races",NA,"yes"
2002,"Tennessee","White",220.424270720877,"yes"
2003,"Tennessee","All students",211.94754112042,"yes"
2003,"Tennessee","American Indian/Alaska Native",NA,"yes"
2003,"Tennessee","Asian/Pacific Islander",NA,"yes"
2003,"Tennessee","Black",188.221806557839,"yes"
2003,"Tennessee","Hispanic",206.376094038187,"yes"
2003,"Tennessee","Two or more races",NA,"yes"
2003,"Tennessee","White",220.177453553704,"yes"
2005,"Tennessee","All students",214.221269348578,"yes"
2005,"Tennessee","American Indian/Alaska Native",NA,"yes"
2005,"Tennessee","Asian/Pacific Islander",NA,"yes"
2005,"Tennessee","Black",194.945905939791,"yes"
2005,"Tennessee","Hispanic",199.327379096563,"yes"
2005,"Tennessee","Two or more races",NA,"yes"
2005,"Tennessee","White",221.623530999976,"yes"
2007,"Tennessee","All students",215.749268590355,"yes"
2007,"Tennessee","American Indian/Alaska Native",NA,"yes"
2007,"Tennessee","Asian/Pacific Islander",NA,"yes"
2007,"Tennessee","Black",192.420747860291,"yes"
2007,"Tennessee","Hispanic",208.297676627148,"yes"
2007,"Tennessee","Two or more races",NA,"yes"
2007,"Tennessee","White",223.979607523073,"yes"
2009,"Tennessee","All students",216.737811108148,"yes"
2009,"Tennessee","American Indian/Alaska Native",NA,"yes"
2009,"Tennessee","Asian/Pacific Islander",NA,"yes"
2009,"Tennessee","Black",196.922264024292,"yes"
2009,"Tennessee","Hispanic",201.928476547814,"yes"
2009,"Tennessee","Two or more races",NA,"yes"
2009,"Tennessee","White",224.234403139196,"yes"
2011,"Tennessee","All students",214.640214936919,"yes"
2011,"Tennessee","American Indian/Alaska Native",NA,"yes"
2011,"Tennessee","Asian/Pacific Islander",234.002476523023,"yes"
2011,"Tennessee","Black",198.137196494175,"yes"
2011,"Tennessee","Hispanic",201.259492397404,"yes"
2011,"Tennessee","Two or more races",NA,"yes"
2011,"Tennessee","White",220.747595328754,"yes"
2013,"Tennessee","All students",219.735394665222,"yes"
2013,"Tennessee","American Indian/Alaska Native",NA,"yes"
2013,"Tennessee","Asian/Pacific Islander",240.745222288743,"yes"
2013,"Tennessee","Black",200.686057436733,"yes"
2013,"Tennessee","Hispanic",202.969142311193,"yes"
2013,"Tennessee","Two or more races",NA,"yes"
2013,"Tennessee","White",226.679978708821,"yes"
2015,"Tennessee","All students",218.613264393701,"yes"
2015,"Tennessee","American Indian/Alaska Native",NA,"yes"
2015,"Tennessee","Asian/Pacific Islander",NA,"yes"
2015,"Tennessee","Black",199.305292669049,"yes"
2015,"Tennessee","Hispanic",213.507618993125,"yes"
2015,"Tennessee","Two or more races",224.807681081169,"yes"
2015,"Tennessee","White",225.424895123467,"yes"
2017,"Tennessee","All students",218.952797117684,"yes"
2017,"Tennessee","American Indian/Alaska Native",NA,"yes"
2017,"Tennessee","Asian/Pacific Islander",NA,"yes"
2017,"Tennessee","Black",201.455070301269,"yes"
2017,"Tennessee","Hispanic",205.289398683244,"yes"
2017,"Tennessee","Two or more races",217.417848138356,"yes"
2017,"Tennessee","White",227.37707526019,"yes"
2019,"Tennessee","All students",219.061110000096,"yes"
2019,"Tennessee","American Indian/Alaska Native",NA,"yes"
2019,"Tennessee","Asian/Pacific Islander",NA,"yes"
2019,"Tennessee","Black",203.857072423248,"yes"
2019,"Tennessee","Hispanic",201.92412804229,"yes"
2019,"Tennessee","Two or more races",226.150298060353,"yes"
2019,"Tennessee","White",227.447511345793,"yes"
1992,"Texas","All students",212.504922222608,"no"
1992,"Texas","American Indian/Alaska Native",NA,"no"
1992,"Texas","Asian/Pacific Islander",NA,"no"
1992,"Texas","Black",198.985298371655,"no"
1992,"Texas","Hispanic",200.199502357403,"no"
1992,"Texas","Two or more races",NA,"no"
1992,"Texas","White",223.112522803091,"no"
1994,"Texas","All students",212.394311044766,"no"
1994,"Texas","American Indian/Alaska Native",NA,"no"
1994,"Texas","Asian/Pacific Islander",NA,"no"
1994,"Texas","Black",190.040247986744,"no"
1994,"Texas","Hispanic",197.547737209488,"no"
1994,"Texas","Two or more races",NA,"no"
1994,"Texas","White",225.990755938698,"no"
1998,"Texas","All students",214.154157644858,"yes"
1998,"Texas","All students",216.862012407326,"no"
1998,"Texas","American Indian/Alaska Native",NA,"yes"
1998,"Texas","American Indian/Alaska Native",NA,"no"
1998,"Texas","Asian/Pacific Islander",NA,"yes"
1998,"Texas","Asian/Pacific Islander",212.82997782131,"no"
1998,"Texas","Black",190.558291383707,"yes"
1998,"Texas","Black",192.736417772323,"no"
1998,"Texas","Hispanic",200.264377541283,"yes"
1998,"Texas","Hispanic",205.769507539539,"no"
1998,"Texas","Two or more races",NA,"yes"
1998,"Texas","Two or more races",NA,"no"
1998,"Texas","White",229.921914447775,"yes"
1998,"Texas","White",231.55316652212,"no"
2000,"Texas","All students",NA,"yes"
2000,"Texas","All students",NA,"no"
2000,"Texas","American Indian/Alaska Native",NA,"yes"
2000,"Texas","American Indian/Alaska Native",NA,"no"
2000,"Texas","Asian/Pacific Islander",NA,"yes"
2000,"Texas","Asian/Pacific Islander",NA,"no"
2000,"Texas","Black",NA,"yes"
2000,"Texas","Black",NA,"no"
2000,"Texas","Hispanic",NA,"yes"
2000,"Texas","Hispanic",NA,"no"
2000,"Texas","Two or more races",NA,"yes"
2000,"Texas","Two or more races",NA,"no"
2000,"Texas","White",NA,"yes"
2000,"Texas","White",NA,"no"
2002,"Texas","All students",216.932241699579,"yes"
2002,"Texas","American Indian/Alaska Native",NA,"yes"
2002,"Texas","Asian/Pacific Islander",231.561854466426,"yes"
2002,"Texas","Black",202.196609327211,"yes"
2002,"Texas","Hispanic",208.4310720177,"yes"
2002,"Texas","Two or more races",NA,"yes"
2002,"Texas","White",232.45261468627,"yes"
2003,"Texas","All students",214.808005616741,"yes"
2003,"Texas","American Indian/Alaska Native",NA,"yes"
2003,"Texas","Asian/Pacific Islander",228.594862684188,"yes"
2003,"Texas","Black",202.306269776411,"yes"
2003,"Texas","Hispanic",205.336276299203,"yes"
2003,"Texas","Two or more races",NA,"yes"
2003,"Texas","White",227.365550912519,"yes"
2005,"Texas","All students",218.733823976846,"yes"
2005,"Texas","American Indian/Alaska Native",NA,"yes"
2005,"Texas","Asian/Pacific Islander",234.036086890521,"yes"
2005,"Texas","Black",206.096779252748,"yes"
2005,"Texas","Hispanic",209.667291719245,"yes"
2005,"Texas","Two or more races",NA,"yes"
2005,"Texas","White",231.712417615393,"yes"
2007,"Texas","All students",219.604313050316,"yes"
2007,"Texas","American Indian/Alaska Native",NA,"yes"
2007,"Texas","Asian/Pacific Islander",236.445442237267,"yes"
2007,"Texas","Black",207.02913661803,"yes"
2007,"Texas","Hispanic",211.894056345539,"yes"
2007,"Texas","Two or more races",NA,"yes"
2007,"Texas","White",232.410916923573,"yes"
2009,"Texas","All students",218.858272374458,"yes"
2009,"Texas","American Indian/Alaska Native",NA,"yes"
2009,"Texas","Asian/Pacific Islander",242.485011095007,"yes"
2009,"Texas","Black",212.842909580191,"yes"
2009,"Texas","Hispanic",209.917833271691,"yes"
2009,"Texas","Two or more races",NA,"yes"
2009,"Texas","White",232.119359804588,"yes"
2011,"Texas","All students",218.320844616792,"yes"
2011,"Texas","American Indian/Alaska Native",NA,"yes"
2011,"Texas","Asian/Pacific Islander",246.616421503512,"yes"
2011,"Texas","Black",210.35686277928,"yes"
2011,"Texas","Hispanic",209.718432799665,"yes"
2011,"Texas","Two or more races",226.236472093158,"yes"
2011,"Texas","White",232.624263495415,"yes"
2013,"Texas","All students",216.909597076471,"yes"
2013,"Texas","American Indian/Alaska Native",NA,"yes"
2013,"Texas","Asian/Pacific Islander",251.900411384533,"yes"
2013,"Texas","Black",209.358960836063,"yes"
2013,"Texas","Hispanic",206.001426994233,"yes"
2013,"Texas","Two or more races",232.836751092057,"yes"
2013,"Texas","White",233.257144597086,"yes"
2015,"Texas","All students",217.942913018264,"yes"
2015,"Texas","American Indian/Alaska Native",NA,"yes"
2015,"Texas","Asian/Pacific Islander",248.376403462839,"yes"
2015,"Texas","Black",204.765642154593,"yes"
2015,"Texas","Hispanic",210.152793792351,"yes"
2015,"Texas","Two or more races",225.045795460477,"yes"
2015,"Texas","White",234.789398452421,"yes"
